,labnumber,session,c,pl1,incpl1,pl2,incpl2,pl3,incpl3,hl1,inchl1,hl2,inchl2,budgetnum,obscount,m,p1,p2,earn1,earn2,trustpay,whatthink1,circumstanc,age,heightft,heightin,weight,gender,num1,num2,num3,num4,num5,num6,work,hourswork,workwage,vote,english,year,major,gpa,study,allnighter,takesat,satmath,satverbal,satwriting,takeact,actmath,actenglish,actreading,actscience,medical,sexactive,partners,monagamous,smoke,exercise,maintainweight,iq1,iq2,iq3,creditcard,cardbalance,howpay,cardrate,bankaccount,accountbalance,balancerate,debitcard,spendweek,amountx20,amount20y,riskscale,patientscale,order,order1,order2,order3,session1,session2,session3,session4,session5,session6,discount1,discount2,discount3,avrgdiscount,low1,lowdiscount1,low2,lowdiscount2,low3,lowdiscount3,presentbias12,presentbias13,beta13,presentbias,alpha1high,alpha1low,alpha1mid,alpha2high,alpha2low,alpha2mid,k,k5,k10,k14,t,t0,t1,t5,choiceset,weekrate,sdc,cons1,cons2,patient,impatient,interior,totinterior,r2,r1,mnumer,pratio,logpratio,cratio,logcratio
912,19.0,2,50,16,0,16.0,0,16,0,5.0,0,14.0,0,41.0,41.0,100,0.19,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,9.0,0.00052353827,32.5386,9.5,10.0,0.0,0.0,1.0,38.0,1.0,1.0526316,20.0,1.0526316,0.05129333,0.95,-0.051293306
913,19.0,2,45,16,0,16.0,0,16,0,5.0,0,14.0,0,12.0,12.0,100,0.16,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0022795696,32.5386,7.2,11.0,0.0,0.0,1.0,38.0,1.0,1.25,20.0,1.25,0.22314355,0.6545454,-0.4238143
914,19.0,2,45,16,0,16.0,0,16,0,5.0,0,14.0,0,42.0,42.0,100,0.16,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,9.0,0.0022795696,32.5386,7.2,11.0,0.0,0.0,1.0,38.0,1.0,1.25,20.0,1.25,0.22314355,0.6545454,-0.4238143
915,19.0,2,100,16,0,16.0,0,16,0,5.0,0,14.0,0,21.0,21.0,100,0.2,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,70.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,32.5386,20.0,0.0,0.0,1.0,0.0,38.0,1.0,1.0,20.0,1.0,0.0,,
916,19.0,2,98,16,0,16.0,0,16,0,5.0,0,14.0,0,26.0,26.0,100,0.19,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,0.00052353827,32.5386,18.619999,0.4,0.0,0.0,1.0,38.0,1.0,1.0526316,20.0,1.0526316,0.05129333,46.549995,3.8405268
917,19.0,2,56,16,0,16.0,0,16,0,5.0,0,14.0,0,37.0,37.0,100,0.18,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,70.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,8.0,0.0015062832,32.5386,10.08,8.8,0.0,0.0,1.0,38.0,1.0,1.111111,20.0,1.111111,0.105360456,1.1454545,0.13580152
918,19.0,2,99,16,0,16.0,0,16,0,5.0,0,14.0,0,22.0,22.0,100,0.19,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,70.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.00073303026,32.5386,18.81,0.2,0.0,0.0,1.0,38.0,1.0,1.0526316,20.0,1.0526316,0.05129333,94.049995,4.5438266
919,19.0,2,2,16,0,16.0,0,16,0,5.0,0,14.0,0,20.0,20.0,100,0.2,0.25,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0063958964,32.5386,0.4,24.5,0.0,0.0,1.0,38.0,1.0,1.25,25.0,1.25,0.22314355,0.016326532,-4.114964
920,19.0,2,36,16,0,16.0,0,16,0,5.0,0,14.0,0,17.0,17.0,100,0.18,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0030148353,32.5386,6.4800005,12.8,0.0,0.0,1.0,38.0,1.0,1.111111,20.0,1.111111,0.105360456,0.50625,-0.6807246
921,19.0,2,45,16,0,16.0,0,16,0,5.0,0,14.0,0,2.0,2.0,100,0.18,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0030148353,32.5386,8.1,11.0,0.0,0.0,1.0,38.0,1.0,1.111111,20.0,1.111111,0.105360456,0.73636365,-0.3060312
922,19.0,2,50,16,0,16.0,0,16,0,5.0,0,14.0,0,16.0,16.0,100,0.19,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0014665979,32.5386,9.5,10.0,0.0,0.0,1.0,38.0,1.0,1.0526316,20.0,1.0526316,0.05129333,0.95,-0.051293306
923,19.0,2,13,16,0,16.0,0,16,0,5.0,0,14.0,0,18.0,18.0,100,0.16,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.006395898,32.5386,2.08,17.4,0.0,0.0,1.0,38.0,1.0,1.25,20.0,1.25,0.22314355,0.11954023,-2.1241024
924,19.0,2,12,16,0,16.0,0,16,0,5.0,0,14.0,0,34.0,34.0,100,0.14,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,35.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0,0.010242815,32.5386,1.6800001,17.6,0.0,0.0,1.0,38.0,1.0,1.4285715,20.0,1.4285715,0.35667497,0.095454544,-2.3491051
925,19.0,2,12,16,0,16.0,0,16,0,5.0,0,14.0,0,10.0,10.0,100,0.2,0.25,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,70.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.003192851,32.5386,2.4,22.0,0.0,0.0,1.0,38.0,1.0,1.25,25.0,1.25,0.22314355,0.10909092,-2.2155735
926,19.0,2,100,16,0,16.0,0,16,0,5.0,0,14.0,0,45.0,45.0,100,0.2,0.25,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,9.0,0.0022795692,32.5386,20.0,0.0,0.0,1.0,0.0,38.0,1.0,1.25,25.0,1.25,0.22314355,,
927,19.0,2,88,16,0,16.0,0,16,0,5.0,0,14.0,0,36.0,36.0,100,0.19,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,70.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,8.0,0.00073303026,32.5386,16.72,2.4,0.0,0.0,1.0,38.0,1.0,1.0526316,20.0,1.0526316,0.05129333,6.966666,1.9411368
928,19.0,2,50,16,0,16.0,0,16,0,5.0,0,14.0,0,11.0,11.0,100,0.19,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.00052353827,32.5386,9.5,10.0,0.0,0.0,1.0,38.0,1.0,1.0526316,20.0,1.0526316,0.05129333,0.95,-0.051293306
929,19.0,2,0,16,0,16.0,0,16,0,5.0,0,14.0,0,14.0,14.0,100,0.1,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.007098003,32.5386,0.0,20.0,1.0,0.0,0.0,38.0,1.0,2.0,20.0,2.0,0.6931472,0.0,
930,19.0,2,10,16,0,16.0,0,16,0,5.0,0,14.0,0,4.0,4.0,100,0.14,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.010242815,32.5386,1.4,18.0,0.0,0.0,1.0,38.0,1.0,1.4285715,20.0,1.4285715,0.35667497,0.07777777,-2.5538995
931,19.0,2,13,16,0,16.0,0,16,0,5.0,0,14.0,0,13.0,13.0,100,0.13,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.00440542,32.5386,1.6899999,17.4,0.0,0.0,1.0,38.0,1.0,1.5384616,20.0,1.5384616,0.43078294,0.09712643,-2.3317418
932,19.0,2,78,16,0,16.0,0,16,0,5.0,0,14.0,0,27.0,27.0,100,0.16,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0022795696,32.5386,12.48,4.4,0.0,0.0,1.0,38.0,1.0,1.25,20.0,1.25,0.22314355,2.8363636,1.0425228
933,19.0,2,30,16,0,16.0,0,16,0,5.0,0,14.0,0,3.0,3.0,100,0.16,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.006395898,32.5386,4.7999997,14.0,0.0,0.0,1.0,38.0,1.0,1.25,20.0,1.25,0.22314355,0.34285712,-1.0704415
934,19.0,2,13,16,0,16.0,0,16,0,5.0,0,14.0,0,43.0,43.0,100,0.13,0.2,9.0,17.0,Yes,I made my decisions based on whether or not it was worth waiting for a greater amount for longer or just get a slightly smaller payment quicker,,18.0,5.0,5.0,115.0,Female,15.0,150.0,100.0,10000.0,400000.0,240.0,No,,,Yes,Yes,Freshman,Psychology,3.0,I keep up on some classes but cram at exams for others,A few times,Yes,600.0,510.0,590.0,Yes,26.0,23.0,21.0,28.0,Yes,Yes,,Yes,No,Yes,Yes Im basically able to control my weight,10.0,100.0,24.0,Yes,650.0,Pay the balance in full.,0.16,Yes,2000.0,-1,Yes,10.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9936448,0.9977256,0.9936448,0.9950051,14.01,0.9898812,13.01,0.99562174,14.01,0.9898812,1.0,0.0,1.0,0.0,0.85,0.59,0.72,0.84,0.66,0.75,98.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,9.0,0.00440542,32.5386,1.6899999,17.4,0.0,0.0,1.0,38.0,1.0,1.5384616,20.0,1.5384616,0.43078294,0.09712643,-2.3317418
